n,fronteraMax,tamClique,tiempo
135,87,2,705731
135,87,2,453434
135,87,2,785697
135,87,2,712802
135,46,2,545954
135,46,2,545406
135,46,2,551384
135,46,2,551644
135,87,2,764053
135,87,2,1382888
135,46,2,1180166
135,87,2,914225
135,87,2,911885
135,87,2,818544
135,87,2,698193
135,87,2,679716
138,47,2,595013
138,47,2,584239
138,89,2,751567
138,89,2,722140
138,89,2,728797
138,47,2,563394
138,89,2,755393
138,89,2,740355
138,89,2,725901
138,89,2,728793
138,89,2,722484
138,89,2,746421
138,89,2,731137
138,89,2,948208
138,47,2,635884
138,47,2,638736
138,89,2,877499
138,89,2,830659
138,47,2,677398
138,47,2,534563
141,48,2,547808
141,48,2,553046
141,91,2,752903
141,91,2,784261
141,91,2,787519
141,91,2,742046
141,91,2,808930
141,48,2,657313
141,91,2,841120
141,91,2,850185
141,48,2,550033
141,91,2,702656
141,91,2,708387
141,48,2,583042
141,48,2,583759
141,91,2,743513
141,48,2,320600
141,48,2,598763
141,91,2,1166792
141,48,2,913756
144,93,2,1017461
144,49,2,808847
144,49,2,1121462
144,49,2,595909
144,49,2,604550
144,49,2,1146640
144,93,2,775076
144,93,2,772285
144,93,2,771391
144,93,2,775591
144,93,2,765814
144,93,2,733202
144,93,2,727683
144,93,2,823626
144,49,2,608808
144,93,2,809333
144,49,2,617254
144,93,2,1068797
144,49,2,792032
144,93,2,1035986
147,95,2,928576
147,95,2,914279
147,50,2,1159166
147,50,2,614045
147,95,2,798935
147,50,2,616435
147,50,2,377934
147,95,2,805513
147,95,2,789479
147,50,2,945828
147,50,2,1042744
147,95,2,1356476
147,50,2,1164103
147,50,2,613751
147,50,2,625701
147,95,2,883345
147,95,2,789204
147,50,2,630956
147,50,2,627349
147,95,2,881618
150,97,2,860562
150,97,2,827043
150,97,2,827547
150,51,2,646708
150,97,2,811337
150,97,2,1531842
150,97,2,876213
150,97,2,743887
150,51,2,581264
150,51,2,683202
150,97,2,830883
150,97,2,830026
150,97,2,808857
150,97,2,821254
150,51,2,651629
150,97,2,823310
150,97,2,815162
150,51,2,648898
150,97,2,799705
150,51,2,640036
153,52,2,848351
153,52,2,851767
153,99,2,1618235
153,99,2,966194
153,99,2,897717
153,99,2,861028
153,99,2,839626
153,52,2,660610
153,52,2,654329
153,99,2,846751
153,99,2,869660
153,52,2,662535
153,99,2,845764
153,52,2,650040
153,52,2,649970
153,99,2,836893
153,99,2,841126
153,99,2,843379
153,52,2,668804
153,52,2,648337
156,101,2,899930
156,101,2,867967
156,101,2,877050
156,101,2,858404
156,101,2,853950
156,101,2,903089
156,101,2,574007
156,101,2,513641
156,101,2,528956
156,53,2,391647
156,101,2,548333
156,53,2,811652
156,101,2,817109
156,101,2,822664
156,53,2,633969
156,53,2,634869
156,53,2,633314
156,53,2,625613
156,53,2,626512
156,53,2,632118
159,54,2,645493
159,54,2,639103
159,103,2,868505
159,103,2,916789
159,54,2,893457
159,103,2,1239290
159,54,2,733984
159,54,2,684894
159,103,2,1675033
159,103,2,1686981
159,54,2,683862
159,103,2,886878
159,54,2,1463230
159,54,2,1305963
159,54,2,1281823
159,54,2,774057
159,54,2,680215
159,103,2,883483
159,54,2,676548
159,54,2,683874
162,55,2,968251
162,105,2,1034141
162,55,2,832440
162,105,2,1393839
162,105,2,1113258
162,105,2,1041143
162,55,2,882005
162,105,2,1040026
162,105,2,913775
162,55,2,691951
162,105,2,919141
162,105,2,913103
162,55,2,693617
162,55,2,692477
162,105,2,935381
162,105,2,931204
162,105,2,912124
162,55,2,369846
162,55,2,693646
162,105,2,916279
165,107,2,1185133
165,56,2,704200
165,56,2,673077
165,56,2,673602
165,107,2,986157
165,107,2,1134108
165,56,2,871057
165,56,2,880271
165,56,2,824154
165,56,2,823232
165,56,2,943067
165,107,2,1273350
165,107,2,941461
165,107,2,938054
165,107,2,936559
165,56,2,718381
165,107,2,947878
165,56,2,727141
165,56,2,884512
165,107,2,1065784
168,109,2,1090689
168,57,2,917569
168,109,2,1128371
168,109,2,1129887
168,57,2,854703
168,109,2,972476
168,109,2,968264
168,109,2,959603
168,57,2,738109
168,57,2,764623
168,109,2,963815
168,109,2,962594
168,57,2,737676
168,57,2,737606
168,109,2,968686
168,57,2,734418
168,109,2,922201
168,109,2,970051
168,109,2,900275
168,109,2,929596
171,58,2,1178070
171,58,2,1250000
171,111,2,842569
171,111,2,833317
171,58,2,635314
171,58,2,661230
171,58,2,751071
171,111,2,1543485
171,111,2,1540817
171,111,2,996431
171,58,2,776482
171,111,2,1002126
171,111,2,941822
171,111,2,953698
171,58,2,760296
171,111,2,1003241
171,111,2,639263
171,111,2,911618
171,58,2,727950
171,111,2,1615173
174,113,2,1018259
174,113,2,1051620
174,113,2,1112973
174,113,2,1231082
174,113,2,1351897
174,113,2,1339219
174,113,2,1358609
174,113,2,1341322
174,113,2,1199959
174,113,2,960002
174,59,2,771350
174,59,2,767994
174,113,2,1037953
174,59,2,775353
174,113,2,1021184
174,113,2,1017898
174,113,2,954181
174,59,2,731449
174,113,2,1020339
174,59,2,763285
177,60,2,809488
177,115,2,1213725
177,60,2,1082413
177,115,2,1359784
177,115,2,1057890
177,115,2,1117953
177,115,2,1051734
177,115,2,1036724
177,60,2,893947
177,115,2,1027319
177,60,2,774391
177,115,2,1046786
177,115,2,1042223
177,60,2,790475
177,60,2,797186
177,60,2,791497
