n,fronteraMax,tamClique,tiempo
111,71,2,1830191
111,71,2,1484231
111,71,2,1353744
111,71,2,1459284
111,71,2,2459066
111,71,2,1359638
111,71,2,1315301
111,71,2,1663604
111,71,2,1862051
111,71,2,1296915
111,71,2,1381329
111,71,2,1473236
111,71,2,1384068
111,71,2,1401218
111,71,2,1291783
114,73,2,1420161
114,73,2,1425544
114,73,2,2407038
114,73,2,1476891
114,73,2,1378247
114,73,2,1400045
114,73,2,2943656
114,73,2,1408644
114,73,2,1674107
114,73,2,1335478
114,73,2,1326621
114,73,2,1335917
114,73,2,1776755
114,73,2,1401051
114,73,2,1373668
114,73,2,1410264
114,73,2,1377042
114,73,2,1426932
114,73,2,1296605
114,73,2,1314978
114,39,2,1242589
114,73,2,1272151
114,73,2,2321837
114,73,2,1402558
114,73,2,1770787
114,73,2,2138046
114,73,2,1562164
114,73,2,1489608
114,39,2,1250921
114,39,2,1241646
117,75,2,1438303
117,75,2,1461610
117,75,2,1484410
117,75,2,1781290
117,75,2,1411231
117,75,2,1377941
117,75,2,2032689
117,75,2,1521285
117,75,2,2009091
117,75,2,2158712
117,75,2,1562028
117,75,2,1526517
117,75,2,1509866
117,75,2,1699404
117,75,2,1536227
117,75,2,1442831
117,75,2,1465312
117,75,2,1882587
117,75,2,1464458
117,75,2,1281672
117,75,2,1580760
117,75,2,1387026
117,75,2,1459312
117,75,2,1469903
117,75,2,1380237
117,75,2,1474014
117,75,2,1885225
117,40,2,1234532
117,75,2,1406896
117,75,2,1495031
120,77,2,1417906
120,77,2,2040968
120,77,2,2114527
120,77,2,2091313
120,77,2,1951535
120,77,2,1789948
120,77,2,2114344
120,77,2,1413988
120,77,2,1516041
120,77,2,1521387
120,77,2,1837932
120,77,2,1529555
120,77,2,1571202
120,77,2,1415867
120,77,2,1893159
120,77,2,2102325
120,77,2,1566999
120,77,2,1890216
120,77,2,1848979
120,77,2,1557149
120,77,2,1521374
120,77,2,1563154
120,77,2,1926065
120,77,2,1430047
120,77,2,1856243
120,77,2,1855450
120,77,2,1918860
120,77,2,1509217
120,77,2,1434165
120,77,2,1970798
123,79,2,1533458
123,42,2,1378845
123,42,2,1549390
123,79,2,1679825
123,79,2,1925862
123,79,2,1624231
123,79,2,2393029
123,79,2,1672346
123,79,2,2020082
123,79,2,1909011
123,79,2,1668730
123,79,2,1464125
123,79,2,1528832
123,79,2,1976787
123,79,2,1367205
123,79,2,1526080
123,79,2,1990877
123,79,2,1560105
123,79,2,1478082
123,79,2,2257062
123,79,2,1603204
123,42,2,1297689
123,79,2,1479448
123,79,2,2460045
123,79,2,1988705
123,42,2,1341125
123,79,2,1456309
123,79,2,1514102
123,79,2,1609688
123,79,2,1508629
126,81,2,1522312
126,81,2,1571448
126,81,2,2204065
126,81,2,1592574
126,81,2,1948519
126,81,2,2097014
126,81,2,1978885
126,81,2,2454247
126,81,2,1620983
126,81,2,2001067
126,81,2,1621844
126,81,2,1503927
126,81,2,1596301
126,81,2,1421903
126,81,2,1594753
126,81,2,1612993
126,81,2,1606928
126,81,2,1661515
126,81,2,1505053
126,81,2,1516448
126,81,2,1562199
126,81,2,1653797
126,81,2,1669961
126,81,2,2067095
126,81,2,1584076
126,81,2,2236026
126,81,2,1438779
126,81,2,1612111
126,81,2,1614047
126,81,2,1963795
129,83,2,1884583
129,83,2,1740458
129,83,2,2126351
129,83,2,1544325
129,83,2,2122946
129,83,2,1913703
129,83,2,1678113
129,83,2,1712752
129,83,2,2395558
129,83,2,1750829
129,83,2,1635086
129,83,2,2562895
129,83,2,1610005
129,83,2,1698271
129,83,2,1573434
129,83,2,1613415
129,83,2,1721374
129,83,2,2241585
129,83,2,1637700
129,83,2,2460843
129,83,2,2562230
129,83,2,1693989
129,83,2,1485612
129,83,2,1717787
129,83,2,2042215
129,83,2,1655128
129,83,2,1607646
129,83,2,2541931
129,83,2,1818721
129,83,2,1607256
132,85,2,1790697
132,85,2,1854475
132,85,2,1914725
132,85,2,1809806
132,85,2,2023967
132,85,2,2197610
